IDDIST;PROVINCIA;DISTRITO;antiguedad;nro_banios;nro_pisos;nro_cocheras;nro_dormitorios;estado_de_inmueble;precio_soles;latitud;longitud;area_constr_m2;area_total_m2
150132;Lima;SanJuanDeLurigancho;3;4;3;2;4;;140000;-11.9244445;-76.6990172;145;135
150107;Lima;Chaclacayo;1;3;1;4;3;Muy bueno;450000;-11.94515174;-76.71048045;450;999
150118;Lima;Lurigancho;3;3;2;2;4;Bueno;295000;-11.94770259;-76.71649154;200;490
150118;Lima;Lurigancho;3;3;2;1;4;Muy bueno;300000;-11.9486075;-76.7166244;380;250
150118;Lima;Lurigancho;3;3;2;1;4;A Remodelar;280000;-11.94948122;-76.71986613;130;1287
150107;Lima;Chaclacayo;3;3;2;5;4;Excelente;490000;-11.956823;-76.723442;350;1250
150118;Lima;Lurigancho;4;2;2;4;4;Muy bueno;300000;-11.9577378;-76.7349147;200;490
150118;Lima;Lurigancho;3;4;3;1;4;;125000;-11.9577378;-76.7349147;269;269
150107;Lima;Chaclacayo;2;5;3;3;5+;Remodelado;520000;-11.9774953;-76.7435116;393;2148
150107;Lima;Chaclacayo;8;5;1;4;4;Muy bueno;1400000;-11.9789628;-76.7444736;600;4600
150107;Lima;Chaclacayo;8;5;1;4;4;Muy bueno;1400000;-11.9789628;-76.7444736;600;4600
150107;Lima;Chaclacayo;8;5;1;4;4;Muy bueno;1400000;-11.9789628;-76.7444736;600;4600
150107;Lima;Chaclacayo;1;3;2;5;3;Remodelado;600000;-11.97677859;-76.74776387;350;1050
150107;Lima;Chaclacayo;1;2;2;2;2;Excelente;149000;-11.9750193;-76.7482284;260;150
150107;Lima;Chaclacayo;2;4;2;3;4;Muy bueno;200000;-11.9745322;-76.7485349;300;228
150107;Lima;Chaclacayo;1;3;2;0;5+;Bueno;450000;-11.97083349;-76.75095919;159;492
150107;Lima;Chaclacayo;3;3;1;2;2;Excelente;250000;-11.9739064;-76.7558731;237;400
150109;Lima;Cieneguilla;1;4;2;0;5+;Muy bueno;1350000;-12.0948156;-76.7567368;360;2653
150114;Lima;LaMolina;3;5;2;4;5+;Excelente;800000;-12.0948156;-76.7567368;600;700
150107;Lima;Chaclacayo;1;5;2;3;4;Bueno;495000;-11.97484858;-76.76080013;870;500
150107;Lima;Chaclacayo;3;5;2;3;4;Excelente;495000;-11.9745292;-76.7609952;870;870
150109;Lima;Cieneguilla;3;5;2;5;5+;Bueno;199000;-12.07577152;-76.76211359;400;700
150107;Lima;Chaclacayo;6;4;2;2;5+;Bueno;915000;-11.976608;-76.765916;377;2493
150107;Lima;Chaclacayo;1;5;2;0;5+;Muy bueno;1150000;-11.97602;-76.767311;300;2650
150107;Lima;Chaclacayo;1;5;2;0;5+;Muy bueno;1150000;-11.9947642;-76.7682775;300;2650
150107;Lima;Chaclacayo;1;5;3;3;4;;495000;-11.9947642;-76.7682775;870;500
150107;Lima;Chaclacayo;4;3;2;5;4;;399000;-11.9947642;-76.7682775;300;800
150107;Lima;Chaclacayo;4;3;2;5;4;;399000;-11.9947642;-76.7682775;300;800
150107;Lima;Chaclacayo;4;3;1;1;4;Muy bueno;300000;-11.9947642;-76.7682775;200;500
150107;Lima;Chaclacayo;3;4;2;3;4;Excelente;285000;-11.9947642;-76.7682775;187;293
150107;Lima;Chaclacayo;3;5;2;0;4;;210000;-11.9947642;-76.7682775;190;235
150107;Lima;Chaclacayo;4;4;2;1;5+;Muy bueno;160000;-11.9947642;-76.7682775;218;218
150107;Lima;Chaclacayo;4;3;2;2;2;Bueno;130000;-11.9947642;-76.7682775;216;128
150107;Lima;Chaclacayo;5;4;2;5;5+;A Remodelar;800000;-11.9778674;-76.76834106;450;1050
150107;Lima;Chaclacayo;6;4;2;5;5+;Remodelado;1200000;-11.978581;-76.769028;505;2977
150107;Lima;Chaclacayo;1;2;2;3;3;Muy bueno;450000;-11.980436;-76.770186;200;800
150107;Lima;Chaclacayo;4;3;2;4;5+;Bueno;299000;-11.9786913;-76.7702151;350;638
150107;Lima;Chaclacayo;6;2;2;2;3;Bueno;299000;-11.97911607;-76.77180113;350;638
150107;Lima;Chaclacayo;9;3;1;2;3;;500000;-11.97798038;-76.77310886;197;653
150109;Lima;Cieneguilla;5;2;1;5;2;;260000;-12.09542406;-76.77338795;100;1250
150109;Lima;Cieneguilla;2;5;2;3;5+;Bueno;380000;-12.09521648;-76.77426417;500;1000
150109;Lima;Cieneguilla;1;3;2;2;4;;795000;-12.09819241;-76.77502005;437;1107
150107;Lima;Chaclacayo;2;2;2;1;4;A Remodelar;170000;-11.97484137;-76.78211092;125;200
150118;Lima;Lurigancho;3;5;2;2;5+;Remodelado;215000;-11.97176416;-76.78259133;300;200
150118;Lima;Lurigancho;3;5;3;5;5+;Excelente;480000;-11.97267323;-76.78324131;405;1000
150107;Lima;Chaclacayo;2;3;2;5;5+;Bueno;350000;-11.978781;-76.7832488;350;1115
150118;Lima;Lurigancho;8;5;2;1;5+;Excelente;199000;-11.97242398;-76.78365315;280;300
150118;Lima;Lurigancho;1;3;2;1;4;Bueno;220000;-11.9731736;-76.7840804;260;200
150107;Lima;Chaclacayo;1;1;1;0;2;Excelente;139000;-11.9731736;-76.7840804;85;200
150107;Lima;Chaclacayo;2;3;3;2;3;Bueno;255000;-11.9771767;-76.7848088;270;200
150118;Lima;Lurigancho;2;3;3;2;3;Bueno;255000;-11.9771767;-76.7848088;270;200
150107;Lima;Chaclacayo;3;3;3;0;4;;180000;-11.9793809;-76.7873491;295;185
150109;Lima;Cieneguilla;1;5;1;5;5+;Excelente;685000;-12.099012;-76.787797;280;1500
150109;Lima;Cieneguilla;3;5;1;5;5+;;650000;-12.099012;-76.787797;250;2506
150109;Lima;Cieneguilla;2;2;1;5;3;Muy bueno;930000;-12.1010065;-76.7943776;380;2800
150127;Lima;PuntaNegra;3;3;2;0;4;;160000;-12.36297387;-76.79626285;120;214
150107;Lima;Chaclacayo;3;5;4;0;5+;Excelente;275000;-11.9870971;-76.7978458;361;477
150118;Lima;Lurigancho;3;2;3;0;4;;120000;-11.97579175;-76.7978791;110;120
150109;Lima;Cieneguilla;5;5;2;4;5+;;690000;-12.1072004;-76.7992668;450;2700
150109;Lima;Cieneguilla;2;5;1;5;5+;;830000;-12.1072;-76.799271;600;3557
150109;Lima;Cieneguilla;1;4;2;5;4;Bueno;1850000;-12.1027151;-76.7993974;500;6000
150109;Lima;Cieneguilla;3;4;2;5;5+;Remodelado;1150000;-12.1084383;-76.8027935;360;2653
150109;Lima;Cieneguilla;2;5;1;5;3;Remodelado;890000;-12.1089733;-76.80507874;450;3574
150109;Lima;Cieneguilla;1;5;1;4;4;;950000;-12.1135823;-76.8060606;360;2653
150103;Lima;Ate;8;2;1;0;2;;72000;-12.03207945;-76.80708451;85;90
150127;Lima;PuntaNegra;3;5;2;3;5+;;110000;-12.3549014;-76.8075927;100;200
150107;Lima;Chaclacayo;3;3;2;2;4;;184000;-11.98583669;-76.80805133;240;200
150109;Lima;Cieneguilla;8;5;2;5;5+;Muy bueno;590000;-12.1092778;-76.8082845;550;2800
150107;Lima;Chaclacayo;3;5;3;1;5+;;157000;-11.9687994;-76.8085098;250;150
150109;Lima;Cieneguilla;1;1;1;4;2;Excelente;130000;-12.1389176;-76.8091834;125;481
150109;Lima;Cieneguilla;3;4;2;5;4;Bueno;410000;-12.133834;-76.809411;450;1054
150109;Lima;Cieneguilla;8;5;3;3;3;Bueno;395000;-12.1150514;-76.8096871;200;1198
150109;Lima;Cieneguilla;2;2;2;0;2;A Remodelar;120000;-12.1150514;-76.8096871;170;340
150109;Lima;Cieneguilla;3;4;1;3;4;Excelente;580000;-12.1153936;-76.817409;324;1081
150109;Lima;Cieneguilla;1;5;2;5;5+;;4300000;-12.1326497;-76.8191613;1750;3120
150109;Lima;Cieneguilla;3;5;2;0;5+;;1450000;-12.1326497;-76.8191613;700;5191
150109;Lima;Cieneguilla;3;5;2;5;5+;;1180000;-12.1326497;-76.8191613;500;7000
150109;Lima;Cieneguilla;4;5;2;5;5+;Muy bueno;900000;-12.1261984;-76.8194841;334;1320
150109;Lima;Cieneguilla;1;4;3;5;5+;Muy bueno;267000;-12.1261984;-76.8194841;545;545
150109;Lima;Cieneguilla;1;3;1;4;5+;Muy bueno;251000;-12.1261984;-76.8194841;300;503
150109;Lima;Cieneguilla;1;2;1;4;4;Muy bueno;243000;-12.1261984;-76.8194841;300;460
150103;Lima;Ate;1;2;2;0;1;;100000;-12.0102713;-76.8215702;120;164
150127;Lima;PuntaNegra;3;5;3;0;3;;140000;-12.338885;-76.8265771;500;500
150126;Lima;PuntaHermosa;1;5;3;4;5+;Muy bueno;450000;-12.33783786;-76.82757953;430;236
150119;Lima;Lurin;3;1;3;0;1;;110000;-12.2628169;-76.8310116;30;90
150119;Lima;Lurin;3;5;2;0;3;;70000;-12.2756321;-76.8353369;90;90
150103;Lima;Ate;3;5;2;0;5+;Excelente;190000;-12.0018295;-76.83837605;110;191
150103;Lima;Ate;1;3;2;0;3;;170000;-12.0092177;-76.8443475;90;120
150119;Lima;Lurin;3;5;2;5;5+;Excelente;780000;-12.2817954;-76.8468704;600;1225
150119;Lima;Lurin;6;4;2;2;3;;560000;-12.2817954;-76.8468704;280;1098
150119;Lima;Lurin;7;5;2;4;3;;650000;-12.28104242;-76.84713014;350;1043
150119;Lima;Lurin;1;3;2;3;3;Muy bueno;550000;-12.2835639;-76.8472308;399;1000
150119;Lima;Lurin;4;5;2;2;4;Excelente;470000;-12.2835639;-76.8472308;320;1020
150126;Lima;PuntaHermosa;2;5;3;3;5+;;350000;-12.306514;-76.847412;298;298
150123;Lima;Pachacamac;9;2;1;4;3;Muy bueno;425000;-12.2104891;-76.8490984;80;2540
150119;Lima;Lurin;7;5;2;3;4;;525000;-12.2799157;-76.8498911;410;1093
150123;Lima;Pachacamac;1;4;2;5;4;Remodelado;475000;-12.20740514;-76.85029861;324;1264
150123;Lima;Pachacamac;1;4;2;5;3;Excelente;530000;-12.2178155;-76.8524983;351;2560
150119;Lima;Lurin;5;4;2;3;3;;210000;-12.300216;-76.852547;180;310
150123;Lima;Pachacamac;3;5;2;5;3;;530000;-12.21884236;-76.85290788;351;2560
150123;Lima;Pachacamac;1;4;1;5;4;;1098000;-12.2095337;-76.8538748;580;6100
150123;Lima;Pachacamac;8;3;1;0;3;;990000;-12.2095337;-76.8538748;456;2792
150118;Lima;Lurigancho;5;4;3;2;3;Muy bueno;165000;-11.99728069;-76.85471143;310;123
150118;Lima;Lurigancho;6;4;2;1;3;Muy bueno;160000;-11.9972568;-76.85472901;280;123
150123;Lima;Pachacamac;7;4;1;5;3;Muy bueno;959000;-12.21439456;-76.85558839;628;5569
150119;Lima;Lurin;3;3;3;0;5+;;78000;-12.28277685;-76.85874943;200;90
150123;Lima;Pachacamac;3;5;2;5;5+;;3000000;-12.230043;-76.8599288;610;1000
150118;Lima;Lurigancho;5;2;2;1;3;;105000;-11.9894986;-76.8681846;180;120
150103;Lima;Ate;5;1;1;0;3;;185000;-12.01946569;-76.86855195;170;180
150118;Lima;Lurigancho;2;3;3;1;5+;;430000;-12.0024954;-76.8712518;311;1000
150118;Lima;Lurigancho;5;5;3;1;5+;Excelente;150000;-12.00502155;-76.87265687;350;183
150119;Lima;Lurin;3;4;2;2;3;Muy bueno;250000;-12.2887282;-76.874258;250;300
150118;Lima;Lurigancho;2;5;5;0;5+;Muy bueno;820000;-12.00326707;-76.87590233;640;160
150118;Lima;Lurigancho;1;3;3;2;5+;Muy bueno;227000;-12.00203136;-76.87593798;320;160
150118;Lima;Lurigancho;3;4;4;1;5+;Excelente;195000;-12.002377;-76.8763905;354;120
150118;Lima;Lurigancho;1;5;1;0;5+;Muy bueno;89000;-11.99856871;-76.87957272;104;224
150114;Lima;LaMolina;3;3;2;2;4;;750000;-12.069638;-76.8800718;480;690
150114;Lima;LaMolina;3;3;3;5;5+;;797900;-12.0651437;-76.8814643;600;1200
150114;Lima;LaMolina;6;4;2;5;3;;620000;-12.0651437;-76.8814643;409;500
150114;Lima;LaMolina;1;5;2;5;5+;Excelente;596000;-12.0651437;-76.8814643;330;618
150114;Lima;LaMolina;5;4;2;5;4;Muy bueno;498000;-12.0651437;-76.8814643;440;500
150114;Lima;LaMolina;3;5;2;4;4;;735000;-12.0659396;-76.88148737;400;600
150114;Lima;LaMolina;1;5;2;2;4;;787000;-12.0714698;-76.8821849;369;630
150114;Lima;LaMolina;5;3;2;4;3;Excelente;780000;-12.0714698;-76.8821849;397;1396
150114;Lima;LaMolina;1;5;2;4;4;;750000;-12.0714698;-76.8821849;580;1800
150114;Lima;LaMolina;3;5;2;5;5+;;500000;-12.069692;-76.88243438;400;617
150114;Lima;LaMolina;4;3;2;5;4;Bueno;498000;-12.07285871;-76.88276082;420;500
150114;Lima;LaMolina;1;4;2;2;4;Excelente;450000;-12.0703275;-76.882899;431;464
150114;Lima;LaMolina;7;4;2;2;5+;Muy bueno;800000;-12.07162906;-76.88413954;300;820
150114;Lima;LaMolina;1;5;2;5;5+;Muy bueno;720000;-12.07362713;-76.88415367;475;720
150109;Lima;Cieneguilla;7;5;2;2;5+;Muy bueno;800000;-12.07260268;-76.88438479;300;820
150123;Lima;Pachacamac;1;2;2;1;4;Bueno;110000;-12.09314831;-76.88457688;240;120
150103;Lima;Ate;4;1;2;1;3;Remodelado;370000;-12.0205183;-76.8846691;254;254
150103;Lima;Ate;1;4;2;2;4;Bueno;240000;-12.0147737;-76.8850433;284;214
150114;Lima;LaMolina;1;3;2;4;4;Excelente;750000;-12.07393512;-76.88532706;270;730
150114;Lima;LaMolina;2;3;2;2;4;Muy bueno;420000;-12.07183191;-76.88534217;330;331
150114;Lima;LaMolina;5;5;2;5;5+;Muy bueno;498000;-12.0889957;-76.8862914;415;500
150114;Lima;LaMolina;5;4;1;2;3;Excelente;545000;-12.07602667;-76.88647749;280;517
150114;Lima;LaMolina;1;4;2;2;3;;750000;-12.07389763;-76.88651652;400;800
150103;Lima;Ate;3;2;1;4;3;A Remodelar;220000;-12.02322752;-76.88744087;200;432
150114;Lima;LaMolina;3;4;2;3;4;;980000;-12.0748547;-76.8878982;600;804
150119;Lima;Lurin;3;5;2;2;5+;;1300000;-12.2480678;-76.8879496;800;5000
150114;Lima;LaMolina;1;4;2;4;4;;1100000;-12.0739915;-76.8895723;580;1100
150114;Lima;LaMolina;3;5;2;4;5+;Excelente;1050000;-12.0732208;-76.88967;420;750
150114;Lima;LaMolina;9;5;2;2;4;Excelente;950000;-12.0740593;-76.8896806;330;600
150114;Lima;LaMolina;1;5;2;4;5+;;1290000;-12.0739448;-76.8901113;560;990
150114;Lima;LaMolina;1;4;3;2;4;Muy bueno;930000;-12.0739448;-76.8901113;520;1160
150114;Lima;LaMolina;4;3;2;2;4;Excelente;510000;-12.08058195;-76.89156945;277;366
150114;Lima;LaMolina;7;5;2;5;5+;Remodelado;1350000;-12.07398462;-76.89163587;750;1200
150114;Lima;LaMolina;1;3;2;5;4;Excelente;1100000;-12.0739101;-76.8916471;323;1127
150114;Lima;LaMolina;1;3;2;5;4;Muy bueno;1100000;-12.0739101;-76.8916471;347;1187
150114;Lima;LaMolina;3;5;2;2;5+;Remodelado;1500000;-12.0739364;-76.891679;757;988
150114;Lima;LaMolina;3;4;2;5;3;;980000;-12.0739364;-76.891679;400;1097
150114;Lima;LaMolina;2;2;2;3;4;Excelente;240000;-12.0814032;-76.8919602;120;310
150114;Lima;LaMolina;3;5;2;3;4;;490000;-12.0846331;-76.8919829;215;511
150114;Lima;LaMolina;1;5;2;4;5+;Muy bueno;1290000;-12.07438538;-76.89204454;560;990
150114;Lima;LaMolina;1;3;2;2;4;Muy bueno;510000;-12.08544317;-76.89209819;350;511
150114;Lima;LaMolina;3;5;2;2;4;;1070000;-12.0751188;-76.89235632;295;1056
150114;Lima;LaMolina;3;4;2;1;5+;;238000;-12.087917;-76.893028;240;120
150114;Lima;LaMolina;1;4;1;5;3;Excelente;1700000;-12.0833698;-76.893042;290;1000
150119;Lima;Lurin;5;1;1;1;2;;68000;-12.2306618;-76.8930625;45;90
150114;Lima;LaMolina;3;4;2;3;4;Excelente;1650000;-12.07499211;-76.89341264;470;1083
150114;Lima;LaMolina;3;5;2;3;4;Muy bueno;510000;-12.0791766;-76.8935365;126;300
150114;Lima;LaMolina;3;5;3;0;5+;Bueno;500000;-12.0791766;-76.8935365;250;300
150114;Lima;LaMolina;9;5;2;4;4;Excelente;530000;-12.0813447;-76.8936917;290;290
150114;Lima;LaMolina;3;5;3;3;5+;Excelente;1150000;-12.0761292;-76.893719;635;825
150114;Lima;LaMolina;1;4;1;5;3;Muy bueno;1200000;-12.07529788;-76.89391334;362;1124
150114;Lima;LaMolina;3;4;2;3;4;;1300000;-12.07451775;-76.8941399;470;1083
150114;Lima;LaMolina;1;3;2;2;3;;530000;-12.07956129;-76.89414352;290;700
150114;Lima;LaMolina;1;5;2;4;4;Muy bueno;930000;-12.0871205;-76.8943759;400;1248
150114;Lima;LaMolina;3;5;2;4;4;;870000;-12.0871205;-76.8943759;750;2050
150114;Lima;LaMolina;6;5;2;5;5+;;3180000;-12.0763782;-76.89449175;1120;1311
150114;Lima;LaMolina;2;3;2;4;3;Muy bueno;1200000;-12.07669042;-76.89470755;320;1000
150114;Lima;LaMolina;6;3;2;3;4;;500000;-12.08144266;-76.8949978;290;360
150114;Lima;LaMolina;1;5;2;4;4;Excelente;1400000;-12.0820158;-76.8951465;500;1000
150114;Lima;LaMolina;3;5;3;3;5+;Excelente;935000;-12.08015892;-76.89525687;450;850
150114;Lima;LaMolina;2;4;2;0;5+;Muy bueno;900000;-12.084268;-76.8961066;350;1000
150114;Lima;LaMolina;3;4;2;4;4;;780000;-12.0832746;-76.8961138;250;1000
150114;Lima;LaMolina;3;4;2;4;4;;780000;-12.0832746;-76.8961138;250;1000
150114;Lima;LaMolina;3;4;2;4;4;;780000;-12.0832746;-76.8961138;250;1000
150114;Lima;LaMolina;3;4;2;4;4;;780000;-12.0832746;-76.8961138;250;1000
150114;Lima;LaMolina;2;4;2;4;5+;;780000;-12.0832746;-76.8961138;350;1000
150114;Lima;LaMolina;3;4;2;3;4;;1100000;-12.07675996;-76.8963647;300;1092
150114;Lima;LaMolina;3;5;2;4;4;Muy bueno;1400000;-12.083697;-76.8963887;1050;1050
150114;Lima;LaMolina;9;4;2;2;3;Bueno;465000;-12.083697;-76.8963887;290;300
150114;Lima;LaMolina;1;4;2;3;4;;890000;-12.083343;-76.8965961;350;1000
150114;Lima;LaMolina;1;5;2;2;4;;830000;-12.083343;-76.8965961;400;650
150114;Lima;LaMolina;1;5;2;3;4;;790000;-12.083343;-76.8965961;568;900
150114;Lima;LaMolina;4;5;2;3;4;Bueno;780000;-12.083343;-76.8965961;352;1028
150114;Lima;LaMolina;2;3;2;4;3;Bueno;750000;-12.083343;-76.8965961;302;1180
150114;Lima;LaMolina;3;4;2;2;3;;550000;-12.083343;-76.8965961;224;315
150114;Lima;LaMolina;7;4;2;3;4;;530000;-12.083343;-76.8965961;289;359
150114;Lima;LaMolina;2;3;2;2;3;Muy bueno;515000;-12.083343;-76.8965961;200;500
150114;Lima;LaMolina;2;3;2;2;3;Muy bueno;515000;-12.083343;-76.8965961;200;500
150114;Lima;LaMolina;4;5;2;2;4;;495000;-12.083343;-76.8965961;380;700
150103;Lima;Ate;1;3;2;0;4;;400000;-12.0271756;-76.8971625;240;324
150114;Lima;LaMolina;9;3;1;2;4;Excelente;310000;-12.08204445;-76.89748771;140;300
150123;Lima;Pachacamac;3;2;2;0;3;;70000;-12.2254268;-76.897649;90;90
150114;Lima;LaMolina;1;4;2;3;5+;Excelente;1080000;-12.0812781;-76.89777161;420;1000
150114;Lima;LaMolina;1;3;2;0;4;;500000;-12.08126898;-76.89803911;289;359
150114;Lima;LaMolina;3;5;2;4;4;;490000;-12.0837931;-76.8981187;247;300
150114;Lima;LaMolina;3;2;2;2;3;;267800;-12.0859885;-76.8982136;258;258
150123;Lima;Pachacamac;3;3;3;1;5+;Muy bueno;94000;-12.2278261;-76.8982227;81;81
150114;Lima;LaMolina;3;5;2;3;4;Excelente;675000;-12.0811997;-76.8986473;360;385
150114;Lima;LaMolina;9;4;3;4;5+;Muy bueno;630000;-12.08130525;-76.89872939;500;560
150114;Lima;LaMolina;3;5;3;3;5+;;720000;-12.0797246;-76.89885043;470;511
150114;Lima;LaMolina;3;4;2;3;3;;1200000;-12.0769449;-76.898862;550;555
150114;Lima;LaMolina;9;3;2;3;3;;1200000;-12.0769449;-76.898862;555;1020
150114;Lima;LaMolina;1;4;2;4;4;;900000;-12.0769449;-76.898862;500;1000
150114;Lima;LaMolina;1;4;2;4;4;;900000;-12.0769449;-76.898862;500;1000
150114;Lima;LaMolina;7;3;2;2;4;Excelente;200000;-12.0890363;-76.8988909;190;190
150114;Lima;LaMolina;2;3;2;3;5+;Remodelado;820000;-12.08735187;-76.89889098;600;1060
150114;Lima;LaMolina;3;5;3;0;5+;;695000;-12.0812415;-76.8990018;470;511
150114;Lima;LaMolina;9;5;2;5;5+;Muy bueno;680000;-12.0812415;-76.8990018;570;791
150114;Lima;LaMolina;3;5;3;3;4;Bueno;660000;-12.0812415;-76.8990018;354;331
150114;Lima;LaMolina;2;5;3;4;5+;Bueno;650000;-12.0812415;-76.8990018;500;560
150114;Lima;LaMolina;3;5;3;3;4;Bueno;650000;-12.0812415;-76.8990018;354;323
150114;Lima;LaMolina;3;5;3;3;4;Bueno;650000;-12.0812415;-76.8990018;346;338
150114;Lima;LaMolina;3;5;2;3;5+;;940000;-12.08113793;-76.89941062;290;850
150114;Lima;LaMolina;5;5;2;2;4;Muy bueno;830000;-12.0946684;-76.8994781;450;1000
150114;Lima;LaMolina;5;4;3;3;3;Excelente;259000;-12.08931268;-76.89958817;219;219
150114;Lima;LaMolina;2;4;1;5;3;Muy bueno;1500000;-12.07970502;-76.89966161;479;1404
150114;Lima;LaMolina;2;2;1;3;3;Bueno;970000;-12.08932483;-76.89981222;390;1080
150114;Lima;LaMolina;6;5;3;5;5+;Excelente;3180000;-12.0777299;-76.9000762;1120;1311
150114;Lima;LaMolina;4;5;2;4;5+;;1650000;-12.0777299;-76.9000762;620;1744
150114;Lima;LaMolina;1;4;2;4;3;;1500000;-12.0777299;-76.9000762;420;1060
150114;Lima;LaMolina;1;2;1;4;4;;720000;-12.0777299;-76.9000762;300;1200
150137;Lima;SantaAnita;3;1;1;1;4;;360000;-12.026808;-76.900246;254;254
150114;Lima;LaMolina;3;5;3;2;5+;Remodelado;790000;-12.08167485;-76.90025342;471;511
150114;Lima;LaMolina;3;4;2;1;4;Muy bueno;205000;-12.0830553;-76.9004691;200;200
150114;Lima;LaMolina;1;4;2;5;3;Bueno;1500000;-12.07973592;-76.90052541;560;1404
150114;Lima;LaMolina;7;4;2;2;4;;485000;-12.0857021;-76.9005548;350;315
150114;Lima;LaMolina;1;5;1;4;5+;Bueno;400000;-12.0857021;-76.9005548;180;500
150114;Lima;LaMolina;7;5;2;4;5+;Muy bueno;1279000;-12.07561612;-76.90062012;430;1600
150114;Lima;LaMolina;1;5;3;4;5+;Bueno;550000;-12.0911684;-76.9006876;355;532
150114;Lima;LaMolina;3;5;3;4;5+;Bueno;470000;-12.0911684;-76.9006876;355;532
150114;Lima;LaMolina;3;4;3;1;3;Excelente;279000;-12.08587519;-76.90074897;215;240
150114;Lima;LaMolina;9;1;1;0;2;Muy bueno;130000;-12.0864684;-76.9007552;70;86
150114;Lima;LaMolina;8;5;2;5;4;;1300000;-12.07644494;-76.9008347;500;1200
150114;Lima;LaMolina;3;4;2;5;4;;1200000;-12.079946;-76.900864;565;1400
150118;Lima;Lurigancho;1;5;3;0;3;A Remodelar;120000;-12.01619537;-76.90089289;137;120
150114;Lima;LaMolina;3;5;2;5;5+;;2800000;-12.0785939;-76.9009595;542;2000
150114;Lima;LaMolina;1;5;2;2;4;Muy bueno;1150000;-12.0785939;-76.9009595;400;1340
150114;Lima;LaMolina;4;5;2;4;4;Bueno;1265000;-12.07798277;-76.9011116;495;1265
150114;Lima;LaMolina;3;4;2;4;4;Remodelado;1150000;-12.0796415;-76.9011534;390;1011
150114;Lima;LaMolina;1;5;2;3;4;;980000;-12.0796415;-76.9011534;390;1011
150114;Lima;LaMolina;5;3;2;2;4;Muy bueno;500000;-12.08223935;-76.90117799;289;359
150114;Lima;LaMolina;3;4;2;4;4;;1650000;-12.0763715;-76.9013926;450;1000
150114;Lima;LaMolina;3;4;2;4;4;;1650000;-12.0763715;-76.9013926;320;1560
150114;Lima;LaMolina;1;4;2;5;4;;1600000;-12.07638199;-76.90140333;455;1180
150114;Lima;LaMolina;7;5;2;2;5+;Bueno;1200000;-12.0860698;-76.9014403;433;1000
150114;Lima;LaMolina;3;5;2;5;5+;Remodelado;1180000;-12.0860698;-76.9014403;480;1036
150114;Lima;LaMolina;6;5;3;3;4;;450000;-12.0860698;-76.9014403;450;450
150114;Lima;LaMolina;3;5;2;5;5+;A Remodelar;3694000;-12.0773989;-76.9014703;800;3694
150114;Lima;LaMolina;4;4;2;2;4;;3640000;-12.0773989;-76.9014703;3640;3640
150114;Lima;LaMolina;4;5;2;3;5+;Bueno;3640000;-12.0773989;-76.9014703;486;3694
150114;Lima;LaMolina;1;5;2;2;4;Muy bueno;1500000;-12.0773989;-76.9014703;600;1150
150114;Lima;LaMolina;2;4;2;0;3;;1385000;-12.0773989;-76.9014703;450;1150
150114;Lima;LaMolina;2;3;2;3;4;;998000;-12.0773989;-76.9014703;468;554
150114;Lima;LaMolina;3;5;2;6;5+;Bueno;1090000;-12.07416349;-76.90168236;500;730
150114;Lima;LaMolina;3;3;3;5;3;;1100000;-12.0672927;-76.90169185;374;1200
150114;Lima;LaMolina;2;4;1;4;4;Muy bueno;1190000;-12.0743078;-76.9017076;565;1390
150114;Lima;LaMolina;2;4;2;4;4;;1190000;-12.0743078;-76.9017076;565;1390
150114;Lima;LaMolina;3;5;2;3;5+;;3150000;-12.0743496;-76.9017351;450;2100
150114;Lima;LaMolina;1;4;2;5;4;;1800000;-12.07452124;-76.90194538;600;1300
150119;Lima;Lurin;1;5;1;5;5+;;3200000;-12.2712639;-76.9019794;1223;5054
150114;Lima;LaMolina;3;3;2;3;3;Remodelado;1100000;-12.06799066;-76.90199504;374;1200
150114;Lima;LaMolina;1;4;2;5;4;Muy bueno;1800000;-12.07472058;-76.9020097;350;1250
150114;Lima;LaMolina;3;3;2;3;3;Bueno;1100000;-12.068314;-76.90214235;374;1200
150114;Lima;LaMolina;3;5;2;5;5+;Excelente;1200000;-12.0924564;-76.902207;410;1232
150114;Lima;LaMolina;3;5;2;5;5+;;1400000;-12.0857159;-76.902248;500;1230
150114;Lima;LaMolina;1;3;2;2;3;Muy bueno;660000;-12.0857159;-76.902248;348;529
150114;Lima;LaMolina;2;5;3;2;4;Muy bueno;600000;-12.0857159;-76.902248;300;295
150114;Lima;LaMolina;1;5;2;4;5+;Excelente;1090000;-12.07620037;-76.90230543;517;1000
150114;Lima;LaMolina;1;4;2;3;3;Remodelado;750000;-12.0864145;-76.9023601;400;850
150114;Lima;LaMolina;3;3;2;3;3;;700000;-12.0864145;-76.9023601;275;559
150114;Lima;LaMolina;2;4;2;4;3;Remodelado;560000;-12.0857497;-76.902717;245;488
150114;Lima;LaMolina;1;3;2;3;4;;1300000;-12.0837484;-76.9027177;332;1005
150114;Lima;LaMolina;3;4;2;4;5+;Excelente;790000;-12.0837484;-76.9027177;466;833
150114;Lima;LaMolina;3;3;2;5;4;Muy bueno;790000;-12.0837484;-76.9027177;477;833
150114;Lima;LaMolina;1;5;2;2;3;Remodelado;620000;-12.07744889;-76.90282141;300;525
