IDDIST;PROVINCIA;DISTRITO;antiguedad;nro_banios;nro_pisos;nro_cocheras;nro_dormitorios;estado_de_inmueble;precio_soles;latitud;longitud;area_constr_m2;area_total_m2
150114;Lima;LaMolina;3;5;3;2;5+;Muy bueno;550000;-12.0971985;-76.947214;374;300
150143;Lima;VillaMariaDelTriunfo;3;4;3;2;5+;Bueno;145000;-12.14310234;-76.94725045;320;420
150114;Lima;LaMolina;3;3;2;2;5+;A Remodelar;399000;-12.07141921;-76.94731497;300;200
150130;Lima;SanBorja;2;5;3;1;5+;Excelente;370000;-12.06038132;-76.94738339;252;166
150103;Lima;Ate;3;3;3;2;5+;Bueno;265000;-12.0514013;-76.9474107;192;313
150114;Lima;LaMolina;2;4;3;1;3;;225000;-12.105458;-76.947433;165;159
150114;Lima;LaMolina;3;5;3;2;5+;;470000;-12.09507907;-76.94747789;300;200
150114;Lima;LaMolina;2;2;2;1;3;Bueno;290000;-12.0641119;-76.947547;310;345
150114;Lima;LaMolina;3;3;2;0;3;;680000;-12.0934683;-76.9477422;230;300
150114;Lima;LaMolina;3;4;3;1;4;;550000;-12.0934683;-76.9477422;337;314
150114;Lima;LaMolina;3;4;2;4;4;;530000;-12.0934683;-76.9477422;330;305
150114;Lima;LaMolina;3;4;2;2;4;;525000;-12.0934683;-76.9477422;350;340
150114;Lima;LaMolina;3;3;2;2;3;;498000;-12.0934683;-76.9477422;270;338
150114;Lima;LaMolina;3;3;3;2;3;;360000;-12.0934683;-76.9477422;255;160
150114;Lima;LaMolina;4;4;3;2;5+;Bueno;510000;-12.0702633;-76.9477824;321;300
150114;Lima;LaMolina;4;4;2;2;4;Excelente;500000;-12.0702633;-76.9477824;321;300
150114;Lima;LaMolina;3;3;3;3;4;;490000;-12.0702633;-76.9477824;300;300
150114;Lima;LaMolina;2;3;2;2;4;Bueno;260000;-12.0981148;-76.947812;154;237
150142;Lima;VillaElSalvador;1;3;3;1;5+;Bueno;110000;-12.2125348;-76.9478254;90;108
150114;Lima;LaMolina;3;5;2;0;3;Muy bueno;440000;-12.09141114;-76.94786476;322;368
150114;Lima;LaMolina;3;4;2;2;4;;450000;-12.100824;-76.947897;320;320
150114;Lima;LaMolina;3;5;2;2;5+;;490000;-12.06053121;-76.94790152;235;294
150114;Lima;LaMolina;3;4;3;2;5+;Remodelado;335000;-12.0988817;-76.9479663;347;160
150114;Lima;LaMolina;1;4;3;2;3;Remodelado;680000;-12.0924777;-76.9479837;369;300
150114;Lima;LaMolina;3;3;2;2;4;Bueno;390000;-12.0624353;-76.948033;288;182
150114;Lima;LaMolina;3;5;3;2;4;Muy bueno;350000;-12.0624353;-76.948033;268;182
150114;Lima;LaMolina;3;4;3;2;5+;;340000;-12.09762808;-76.94803915;230;164
150114;Lima;LaMolina;2;4;2;3;5+;Excelente;505000;-12.0918707;-76.9480458;200;300
150137;Lima;SantaAnita;4;4;3;4;4;;195000;-12.0418417;-76.948121;245;142
150114;Lima;LaMolina;1;3;2;1;4;Muy bueno;368000;-12.0687938;-76.94813757;230;192
150114;Lima;LaMolina;1;4;3;1;5+;;360000;-12.1058459;-76.9481706;298;298
150114;Lima;LaMolina;1;4;3;2;4;Bueno;385000;-12.1026154;-76.9482244;222;160
150114;Lima;LaMolina;1;5;3;2;4;Excelente;382000;-12.1026154;-76.9482244;240;180
150114;Lima;LaMolina;2;4;3;1;5+;Muy bueno;300000;-12.07368807;-76.94829432;210;123
150114;Lima;LaMolina;2;4;2;2;4;;435000;-12.0940134;-76.948333;290;300
150114;Lima;LaMolina;2;3;3;1;4;Bueno;433000;-12.07081702;-76.94848778;235;165
150114;Lima;LaMolina;2;5;2;2;5+;Muy bueno;319000;-12.0893992;-76.9485822;214;214
150114;Lima;LaMolina;1;4;3;2;4;Muy bueno;330000;-12.10389436;-76.94862562;220;160
150114;Lima;LaMolina;2;4;3;2;5+;Muy bueno;540000;-12.098042;-76.9486446;325;300
150114;Lima;LaMolina;3;5;3;2;5+;;585000;-12.0943477;-76.9486636;305;384
150140;Lima;SantiagoDeSurco;4;3;2;4;3;A Remodelar;1878000;-12.1003556;-76.9487599;268;1253
150114;Lima;LaMolina;2;2;2;2;3;Bueno;350000;-12.0730875;-76.9487846;185;173
150142;Lima;VillaElSalvador;1;5;4;2;5+;Muy bueno;259000;-12.21208309;-76.94880034;503;140
150114;Lima;LaMolina;1;3;3;2;4;Bueno;385000;-12.07311481;-76.94880963;260;192
150114;Lima;LaMolina;4;4;1;4;4;;1950000;-12.0696187;-76.9488469;442;1002
150114;Lima;LaMolina;1;5;2;4;3;Muy bueno;1450000;-12.0696187;-76.9488469;500;1000
150114;Lima;LaMolina;9;5;1;5;5+;A Remodelar;1300000;-12.0696187;-76.9488469;600;1020
150114;Lima;LaMolina;1;5;2;5;4;Excelente;1250000;-12.0696187;-76.9488469;500;1000
150114;Lima;LaMolina;3;3;3;2;5+;Bueno;325000;-12.0696187;-76.9488469;302;173
150114;Lima;LaMolina;1;1;2;1;3;Bueno;255000;-12.0696187;-76.9488469;190;148
150114;Lima;LaMolina;3;3;2;4;4;Excelente;1500000;-12.0915361;-76.9489964;400;1018
150114;Lima;LaMolina;3;3;2;2;3;Bueno;350000;-12.0998582;-76.9490112;177;177
150142;Lima;VillaElSalvador;5;1;2;1;3;Muy bueno;125000;-12.18629659;-76.94905077;60;140
150114;Lima;LaMolina;2;5;1;4;5+;Excelente;1300000;-12.0917282;-76.9490948;400;1050
150142;Lima;VillaElSalvador;3;5;2;0;4;;100000;-12.22363316;-76.94911559;75;140
150103;Lima;Ate;3;4;3;2;5+;;255000;-12.0627677;-76.9491826;275;140
150114;Lima;LaMolina;3;5;2;2;4;;585000;-12.0964531;-76.9492566;320;420
150114;Lima;LaMolina;3;4;2;3;4;Remodelado;660000;-12.09401049;-76.94929185;200;385
150114;Lima;LaMolina;3;5;3;2;5+;;380000;-12.1030186;-76.9494866;380;193
150114;Lima;LaMolina;2;3;2;1;4;Bueno;290000;-12.0740133;-76.9496247;230;122
150114;Lima;LaMolina;4;4;3;3;4;Bueno;460000;-12.06730353;-76.94962659;320;222
150114;Lima;LaMolina;3;5;3;1;3;Bueno;285000;-12.0732418;-76.9497281;245;245
150114;Lima;LaMolina;2;3;3;2;5+;Bueno;405000;-12.07130915;-76.94975331;280;200
150114;Lima;LaMolina;1;5;3;4;5+;Excelente;770000;-12.092014;-76.949857;400;400
150114;Lima;LaMolina;1;3;2;1;4;Excelente;349000;-12.10332729;-76.94987227;230;160
150114;Lima;LaMolina;3;4;2;4;4;Muy bueno;1500000;-12.092023;-76.9498829;380;1096
150114;Lima;LaMolina;3;4;2;3;4;Bueno;990000;-12.08539361;-76.94998499;329;850
150114;Lima;LaMolina;4;4;2;4;4;Bueno;2505150;-12.0901545;-76.9500038;500;2637
150114;Lima;LaMolina;2;4;2;2;4;Bueno;930000;-12.0901545;-76.9500038;412;671
150114;Lima;LaMolina;2;3;2;2;3;Excelente;595000;-12.0901545;-76.9500038;211;453
150114;Lima;LaMolina;2;4;3;2;3;Muy bueno;349000;-12.0977705;-76.9501002;195;140
150114;Lima;LaMolina;3;5;3;2;5+;Excelente;690000;-12.0732816;-76.9501087;500;360
150114;Lima;LaMolina;3;2;2;4;5+;Bueno;1180000;-12.0912144;-76.9501432;480;1036
150114;Lima;LaMolina;2;3;3;2;3;Muy bueno;672000;-12.0912144;-76.9501432;343;300
150114;Lima;LaMolina;2;3;2;2;4;Muy bueno;680000;-12.0939778;-76.9502085;300;300
150114;Lima;LaMolina;1;5;3;5;5+;Muy bueno;815000;-12.0648847;-76.9502215;392;388
150114;Lima;LaMolina;2;2;2;1;3;Bueno;215000;-12.10203417;-76.95025398;100;160
150114;Lima;LaMolina;2;4;2;4;4;Remodelado;1900000;-12.0755148;-76.9502569;700;1140
150114;Lima;LaMolina;3;3;2;3;4;Bueno;940000;-12.0911401;-76.9502629;300;850
150114;Lima;LaMolina;1;5;2;2;4;;770000;-12.0911401;-76.9502629;362;273
150114;Lima;LaMolina;2;4;3;2;5+;Muy bueno;770000;-12.0911401;-76.9502629;400;400
150114;Lima;LaMolina;1;5;3;2;5+;Muy bueno;750000;-12.0911401;-76.9502629;395;400
150114;Lima;LaMolina;1;3;2;3;3;Muy bueno;740000;-12.0911401;-76.9502629;357;465
150114;Lima;LaMolina;6;3;2;2;3;;700000;-12.0911401;-76.9502629;280;300
150114;Lima;LaMolina;3;2;2;3;4;Bueno;670000;-12.0911401;-76.9502629;420;385
150114;Lima;LaMolina;2;4;3;2;4;Muy bueno;520000;-12.0911401;-76.9502629;337;314
150114;Lima;LaMolina;3;3;2;1;4;Muy bueno;500000;-12.1018734;-76.9503627;380;328
150114;Lima;LaMolina;1;3;2;5;3;Muy bueno;650000;-12.0977954;-76.9503846;250;304
150114;Lima;LaMolina;2;2;3;2;5+;Muy bueno;699000;-12.0913525;-76.950409;550;350
150114;Lima;LaMolina;2;5;3;2;5+;Remodelado;585000;-12.0913525;-76.950409;386;305
150114;Lima;LaMolina;1;3;2;4;3;Bueno;520000;-12.0913525;-76.950409;320;368
150114;Lima;LaMolina;1;5;3;4;5+;Muy bueno;1150000;-12.08669859;-76.95043477;480;1036
150114;Lima;LaMolina;4;4;2;4;4;Bueno;990000;-12.08580186;-76.95056281;700;1000
150114;Lima;LaMolina;4;2;1;4;4;A Remodelar;1200000;-12.0861657;-76.9507432;472;1000
150114;Lima;LaMolina;1;4;3;2;3;;640000;-12.0891644;-76.95078596;285;250
150114;Lima;LaMolina;2;4;2;1;5+;Muy bueno;350000;-12.10235885;-76.95089698;384;329
150114;Lima;LaMolina;3;3;2;4;5+;;1650000;-12.0631489;-76.9509079;400;1472
150114;Lima;LaMolina;3;4;3;4;5+;Muy bueno;530000;-12.09349632;-76.95092948;330;305
150114;Lima;LaMolina;1;5;3;2;5+;;1100000;-12.0920167;-76.9509508;544;466
150114;Lima;LaMolina;3;5;3;2;5+;Bueno;550000;-12.06502931;-76.9509564;360;360
150114;Lima;LaMolina;3;5;4;1;5+;;500000;-12.0687963;-76.9509831;350;200
150114;Lima;LaMolina;3;4;3;3;5+;Bueno;420000;-12.06815503;-76.95106809;350;222
150114;Lima;LaMolina;2;3;3;2;4;Bueno;430000;-12.09609058;-76.95107421;250;300
150114;Lima;LaMolina;3;5;3;2;5+;;889000;-12.0976943;-76.9510851;462;587
150140;Lima;SantiagoDeSurco;1;3;3;2;3;Muy bueno;410000;-12.0976943;-76.9510851;278;96
150114;Lima;LaMolina;1;3;2;3;5+;Excelente;1800000;-12.0975291;-76.9511357;423;1423
150114;Lima;LaMolina;1;4;3;1;4;A Remodelar;300000;-12.09893702;-76.9512242;265;176
150114;Lima;LaMolina;4;5;2;4;4;Bueno;990000;-12.08749871;-76.95127795;700;1000
150143;Lima;VillaMariaDelTriunfo;2;4;2;1;5+;Regular;155000;-12.1396376;-76.95152387;312;312
150143;Lima;VillaMariaDelTriunfo;3;3;3;1;4;Remodelado;85000;-12.1497095;-76.9515599;120;120
150114;Lima;LaMolina;2;5;2;2;5+;Muy bueno;460000;-12.05980182;-76.9516325;397;157
150114;Lima;LaMolina;3;4;2;5;3;Muy bueno;950000;-12.0581926;-76.9516844;360;1250
150114;Lima;LaMolina;2;3;3;5;3;Bueno;1100000;-12.09807761;-76.95168858;600;847
150114;Lima;LaMolina;3;3;2;2;3;;550000;-12.0667328;-76.9517033;263;300
150103;Lima;Ate;3;5;4;3;5+;Bueno;300000;-12.0602682;-76.951772;400;400
150103;Lima;Ate;1;3;3;0;5+;Muy bueno;295000;-12.0602682;-76.951772;280;280
150114;Lima;LaMolina;3;5;3;5;4;Excelente;900000;-12.0980062;-76.95177568;607;847
150114;Lima;LaMolina;3;4;2;4;3;;950000;-12.09660541;-76.95201874;600;960
150114;Lima;LaMolina;3;2;3;2;3;Excelente;290000;-12.0734444;-76.9521089;196;196
150114;Lima;LaMolina;3;5;2;4;5+;;1300000;-12.0863438;-76.9521404;400;1055
150114;Lima;LaMolina;1;3;2;2;3;Remodelado;700000;-12.09818518;-76.9521964;350;485
150114;Lima;LaMolina;1;3;2;5;3;;950000;-12.08475057;-76.95221105;350;950
150114;Lima;LaMolina;3;5;3;2;5+;;690000;-12.08411662;-76.95221898;400;544
150114;Lima;LaMolina;1;5;2;4;5+;Muy bueno;1400000;-12.0875323;-76.9522759;510;699
150114;Lima;LaMolina;9;4;2;2;4;;795000;-12.0875323;-76.9522759;300;304
150114;Lima;LaMolina;1;4;2;2;4;Muy bueno;535000;-12.0875323;-76.9522759;420;400
150114;Lima;LaMolina;1;5;2;4;5+;;1400000;-12.08608517;-76.95232453;507;699
150114;Lima;LaMolina;3;4;3;2;4;;630000;-12.07057885;-76.9524249;395;320
150114;Lima;LaMolina;3;5;3;3;5+;Muy bueno;640000;-12.06877636;-76.95251914;396;395
150114;Lima;LaMolina;2;5;3;2;3;Muy bueno;980000;-12.09002824;-76.95256926;400;464
150114;Lima;LaMolina;3;3;2;2;3;;400000;-12.093482;-76.9525753;250;303
150142;Lima;VillaElSalvador;3;4;3;2;5+;Bueno;180000;-12.21029325;-76.95273643;336;140
150114;Lima;LaMolina;3;5;3;2;5+;;500000;-12.09452246;-76.95277541;480;300
150114;Lima;LaMolina;1;3;2;4;3;;550000;-12.1004954;-76.9527791;290;682
150114;Lima;LaMolina;3;3;2;2;2;Bueno;540000;-12.09000878;-76.9527966;380;464
150114;Lima;LaMolina;3;5;2;2;5+;Muy bueno;830000;-12.0887262;-76.9528842;375;375
150114;Lima;LaMolina;3;4;3;2;5+;;650000;-12.07386327;-76.95289209;372;355
150114;Lima;LaMolina;3;4;3;2;3;;645000;-12.0917376;-76.9530004;284;250
150114;Lima;LaMolina;4;4;3;2;5+;Muy bueno;420000;-12.0687974;-76.9530056;300;300
150114;Lima;LaMolina;1;5;2;3;3;Excelente;740000;-12.08946402;-76.95302997;350;465
150140;Lima;SantiagoDeSurco;3;3;2;3;4;;420000;-12.1057773;-76.9531083;218;300
150142;Lima;VillaElSalvador;4;5;4;3;5+;Bueno;153000;-12.2056614;-76.9531145;390;109
150130;Lima;SanBorja;1;4;3;3;3;Excelente;740000;-12.08860677;-76.95320603;350;465
150114;Lima;LaMolina;3;4;2;3;4;;1050000;-12.0851916;-76.9532681;350;850
150114;Lima;LaMolina;1;5;2;3;3;Muy bueno;740000;-12.08903006;-76.95346934;357;465
150114;Lima;LaMolina;2;4;2;3;5+;Bueno;460000;-12.0689743;-76.9534708;404;522
150140;Lima;SantiagoDeSurco;1;5;3;2;5+;Muy bueno;420000;-12.10574557;-76.95350035;319;300
150114;Lima;LaMolina;1;5;3;3;3;Excelente;740000;-12.0889816;-76.953526;350;465
150114;Lima;LaMolina;3;4;2;2;4;Remodelado;460000;-12.06881009;-76.95358628;564;351
150114;Lima;LaMolina;2;3;2;2;4;Muy bueno;515000;-12.0734585;-76.9536333;299;312
150114;Lima;LaMolina;3;4;2;2;3;Remodelado;799000;-12.09097929;-76.95369694;293;500
150114;Lima;LaMolina;2;5;3;2;5+;Muy bueno;399990;-12.07521443;-76.95372134;250;200
150140;Lima;SantiagoDeSurco;2;4;3;3;4;Excelente;450000;-12.1045212;-76.9537321;293;293
150114;Lima;LaMolina;1;3;2;4;4;;740000;-12.08883789;-76.95374668;360;465
150114;Lima;LaMolina;2;2;3;2;3;Excelente;340000;-12.06407935;-76.95376828;250;173
150114;Lima;LaMolina;2;5;2;1;5+;Bueno;245000;-12.07625325;-76.9538521;305;305
150114;Lima;LaMolina;6;5;3;1;5+;Muy bueno;335000;-12.06937032;-76.95399841;275;200
150114;Lima;LaMolina;2;4;3;2;4;Muy bueno;430001;-12.0767207;-76.9541244;430;430
150114;Lima;LaMolina;1;5;2;3;4;Excelente;580000;-12.0874264;-76.9541345;250;300
150114;Lima;LaMolina;3;4;2;3;4;;790000;-12.0888803;-76.954224;350;550
150114;Lima;LaMolina;1;2;2;1;3;Bueno;340000;-12.06682726;-76.95440592;150;209
150114;Lima;LaMolina;2;5;2;3;4;;690000;-12.09142;-76.954412;400;544
150114;Lima;LaMolina;7;5;2;2;4;Excelente;579999;-12.07939329;-76.95443783;297;307
150114;Lima;LaMolina;3;4;2;2;4;;630000;-12.0881894;-76.9544468;260;300
150142;Lima;VillaElSalvador;2;2;2;0;4;;160000;-12.2013675;-76.95447729;81;140
150114;Lima;LaMolina;1;4;3;1;5+;Muy bueno;350000;-12.0696428;-76.9545423;260;200
150103;Lima;Ate;3;5;3;2;5+;Muy bueno;370000;-12.0372582;-76.9545714;390;160
150114;Lima;LaMolina;3;4;2;4;3;;1340000;-12.0732411;-76.9545906;711;1064
150114;Lima;LaMolina;1;3;2;2;3;;1099000;-12.0732411;-76.9545906;360;565
150114;Lima;LaMolina;1;4;2;3;4;Excelente;980000;-12.0732411;-76.9545906;300;580
150114;Lima;LaMolina;3;4;2;2;4;A Remodelar;800000;-12.0732411;-76.9545906;301;470
150114;Lima;LaMolina;3;3;3;1;4;A Remodelar;335000;-12.069112;-76.9545946;260;200
150114;Lima;LaMolina;3;4;2;2;3;;730000;-12.091654;-76.954744;300;454
150114;Lima;LaMolina;2;5;3;4;4;Muy bueno;530000;-12.07628454;-76.95476356;531;312
150143;Lima;VillaMariaDelTriunfo;1;2;2;0;3;Bueno;98000;-12.1651744;-76.9549441;145;345
150114;Lima;LaMolina;4;5;2;3;4;Muy bueno;1320000;-12.0896139;-76.9549441;460;1000
150114;Lima;LaMolina;2;4;2;2;4;;1200000;-12.0896139;-76.9549441;406;1000
150114;Lima;LaMolina;1;5;2;4;4;Muy bueno;1200000;-12.0896139;-76.9549441;549;1156
150114;Lima;LaMolina;2;5;2;3;5+;;1150000;-12.0896139;-76.9549441;400;1055
150114;Lima;LaMolina;3;4;2;3;4;;950000;-12.0896139;-76.9549441;300;850
150114;Lima;LaMolina;1;4;2;4;4;Bueno;949000;-12.0896139;-76.9549441;570;1150
150114;Lima;LaMolina;3;5;3;3;4;;940000;-12.0896139;-76.9549441;464;300
150114;Lima;LaMolina;3;5;3;4;5+;Remodelado;940000;-12.0896139;-76.9549441;421;469
150114;Lima;LaMolina;2;5;3;4;5+;Remodelado;940000;-12.0896139;-76.9549441;421;469
150114;Lima;LaMolina;2;5;2;4;4;;880000;-12.0896139;-76.9549441;400;645
150114;Lima;LaMolina;1;5;2;2;4;;790000;-12.0896139;-76.9549441;550;550
150114;Lima;LaMolina;2;5;3;2;4;Bueno;780000;-12.0896139;-76.9549441;370;300
150114;Lima;LaMolina;1;4;2;3;3;Remodelado;750000;-12.0896139;-76.9549441;400;855
150114;Lima;LaMolina;1;4;2;4;3;;745000;-12.0896139;-76.9549441;325;394
150114;Lima;LaMolina;3;4;2;3;4;Muy bueno;720000;-12.0896139;-76.9549441;650;512
150114;Lima;LaMolina;2;3;2;4;3;Remodelado;620000;-12.0896139;-76.9549441;400;500
150114;Lima;LaMolina;3;3;3;2;4;A Remodelar;540000;-12.0896139;-76.9549441;240;340
150114;Lima;LaMolina;2;3;1;3;3;Bueno;499000;-12.0713177;-76.9551427;245;648
150114;Lima;LaMolina;2;5;3;5;5+;Excelente;1250000;-12.07647939;-76.95517288;450;1306
150114;Lima;LaMolina;3;5;2;0;4;;1450000;-12.0734847;-76.9551825;300;1050
150114;Lima;LaMolina;3;3;4;2;3;Excelente;400000;-12.0799064;-76.95522;278;278
150114;Lima;LaMolina;2;3;2;0;5+;Bueno;680000;-12.0733241;-76.9552851;250;1000
150114;Lima;LaMolina;2;5;2;3;5+;Excelente;740000;-12.0913386;-76.9553035;400;544
150103;Lima;Ate;3;3;3;1;3;;220000;-12.05747971;-76.9554697;144;144
150137;Lima;SantaAnita;2;3;2;1;5+;;215000;-12.04456485;-76.95547861;251;160
150140;Lima;SantiagoDeSurco;3;5;2;5;5+;Muy bueno;1567200;-12.1083239;-76.9554948;450;1306
150114;Lima;LaMolina;3;3;2;3;3;Bueno;2900000;-12.0738213;-76.9555743;415;1026
150114;Lima;LaMolina;3;4;2;5;5+;Bueno;1200000;-12.0738213;-76.9555743;447;1235
150114;Lima;LaMolina;3;5;3;2;4;Muy bueno;840000;-12.07059793;-76.95560217;485;313
150114;Lima;LaMolina;1;5;2;5;4;;1450000;-12.03334;-76.9556433;500;1000
150114;Lima;LaMolina;3;5;3;2;5+;Excelente;390000;-12.07061004;-76.95569014;362;362
150114;Lima;LaMolina;4;5;3;2;5+;Muy bueno;860000;-12.07057175;-76.95572545;495;495
150143;Lima;VillaMariaDelTriunfo;1;3;2;0;5+;Bueno;87000;-12.1508793;-76.9560244;89;89
150114;Lima;LaMolina;2;3;2;4;4;Bueno;745000;-12.0736545;-76.9561013;319;621
150133;Lima;SanJuanDeMiraflores;1;2;2;0;5+;Bueno;64000;-12.17340513;-76.95610443;173;173
150114;Lima;LaMolina;4;5;3;2;5+;;860000;-12.07082067;-76.95619407;485;395
150114;Lima;LaMolina;3;3;3;2;4;;495000;-12.08515816;-76.95676753;300;221
150118;Lima;Lurigancho;1;5;4;1;5+;Muy bueno;240000;-12.0388183;-76.9567825;330;120
150114;Lima;LaMolina;1;4;2;4;5+;Bueno;880000;-12.07330629;-76.95690253;350;540
150114;Lima;LaMolina;8;4;2;4;4;Remodelado;1350000;-12.07334672;-76.95694327;440;600
150114;Lima;LaMolina;1;3;1;4;4;Muy bueno;1650000;-12.07427317;-76.95696568;300;1050
150114;Lima;LaMolina;3;3;3;2;4;;370000;-12.06335499;-76.95699212;190;255
150114;Lima;LaMolina;3;5;2;5;5+;;1150000;-12.0757072;-76.9570002;400;1025
150128;Lima;Rimac;1;5;4;0;5+;;125000;-12.0384134;-76.9570091;244;76
70106;Callao;Ventanilla;3;5;3;0;2;;86000;-12.0384134;-76.9570091;108;108
150137;Lima;SantaAnita;3;1;2;1;4;;270000;-12.04424808;-76.95701753;202;202
150114;Lima;LaMolina;3;5;2;4;4;;1250000;-12.0729726;-76.9570176;440;600
150114;Lima;LaMolina;3;4;2;2;4;Excelente;790000;-12.08889904;-76.95702079;350;550
150133;Lima;SanJuanDeMiraflores;1;2;2;3;3;Bueno;122000;-12.17351168;-76.95702334;112;112
150114;Lima;LaMolina;1;5;2;5;5+;;2800000;-12.0716585;-76.9570744;1500;1200
150114;Lima;LaMolina;2;4;2;4;4;;2000000;-12.0716585;-76.9570744;750;1080
150114;Lima;LaMolina;3;5;2;4;5+;A Remodelar;1300000;-12.0716585;-76.9570744;711;1064
150114;Lima;LaMolina;4;5;2;3;3;A Remodelar;1150000;-12.0716585;-76.9570744;519;1168
150114;Lima;LaMolina;3;3;3;2;5+;;370000;-12.0638421;-76.9571046;285;205
150114;Lima;LaMolina;3;5;3;2;4;;440000;-12.06760335;-76.95713159;326;318
150114;Lima;LaMolina;2;3;2;2;4;Remodelado;550000;-12.0855057;-76.9572128;317;314
150114;Lima;LaMolina;1;3;3;2;3;Muy bueno;410000;-12.0855057;-76.9572128;278;96
150114;Lima;LaMolina;2;2;2;2;3;Regular;350000;-12.0723233;-76.9572631;1850;1780
150114;Lima;LaMolina;1;5;2;2;4;Bueno;495000;-12.0850041;-76.9572847;201;259
150114;Lima;LaMolina;3;3;1;2;3;;700000;-12.0931627;-76.9573503;320;454
150137;Lima;SantaAnita;1;3;2;0;5+;;300000;-12.0348455;-76.9574647;210;210
150114;Lima;LaMolina;2;4;2;2;4;Muy bueno;780000;-12.084398;-76.957477;300;452
150114;Lima;LaMolina;2;4;3;2;3;;780000;-12.084398;-76.957477;363;296
150114;Lima;LaMolina;3;5;2;2;3;Bueno;660000;-12.084398;-76.957477;480;311
150114;Lima;LaMolina;2;3;2;2;3;Bueno;590000;-12.084398;-76.957477;200;300
150114;Lima;LaMolina;3;3;1;2;4;Remodelado;530000;-12.0886543;-76.9574938;320;451
150114;Lima;LaMolina;7;4;2;4;4;Bueno;800000;-12.08969958;-76.95750182;350;550
150114;Lima;LaMolina;1;5;3;3;5+;Remodelado;940000;-12.0886426;-76.9575436;476;476
150114;Lima;LaMolina;3;4;2;2;4;Muy bueno;780000;-12.0886426;-76.9575436;300;451
150114;Lima;LaMolina;2;3;1;2;3;Bueno;530000;-12.0886426;-76.9575436;300;450
150133;Lima;SanJuanDeMiraflores;2;2;2;0;3;;260000;-12.1584494;-76.9576319;350;200
150114;Lima;LaMolina;3;3;3;4;5+;;400000;-12.0897826;-76.9576443;300;252
150114;Lima;LaMolina;3;5;2;3;3;Muy bueno;1400000;-12.07572683;-76.95771376;325;1000
150142;Lima;VillaElSalvador;1;2;2;0;5+;Bueno;125000;-12.19364204;-76.95780764;220;118
150114;Lima;LaMolina;3;3;3;2;4;Bueno;840000;-12.09116277;-76.95782842;360;450
150114;Lima;LaMolina;3;5;4;0;5+;Muy bueno;390000;-12.0623073;-76.9578501;516;516
150114;Lima;LaMolina;1;3;2;3;3;Remodelado;1080000;-12.0739989;-76.9578551;595;564
150114;Lima;LaMolina;1;3;2;2;3;Bueno;1100000;-12.0698559;-76.9578719;550;1100
150103;Lima;Ate;2;2;2;1;4;A Remodelar;268000;-12.0704675;-76.9580538;180;340
150133;Lima;SanJuanDeMiraflores;2;3;3;1;5+;Regular;90000;-12.165679;-76.9581849;266;90
150114;Lima;LaMolina;1;4;2;5;5+;Bueno;800000;-12.0926618;-76.9582355;388;822
150140;Lima;SantiagoDeSurco;3;5;2;4;5+;;1600000;-12.0792092;-76.958304;500;870
150140;Lima;SantiagoDeSurco;3;5;3;2;3;;520000;-12.0792092;-76.958304;604;175
150122;Lima;Miraflores;4;4;2;3;5+;A Remodelar;1100000;-12.0734728;-76.9584158;390;477
150122;Lima;Miraflores;3;5;3;2;5+;Bueno;700000;-12.0734728;-76.9584158;393;373
150114;Lima;LaMolina;1;2;3;2;3;Muy bueno;650000;-12.0677884;-76.9584947;380;280
150114;Lima;LaMolina;3;4;2;0;3;Muy bueno;1300000;-12.130173;-76.958585;450;1265
150114;Lima;LaMolina;3;4;3;2;3;Bueno;380000;-12.0684931;-76.9585873;261;160
150114;Lima;LaMolina;3;4;2;2;5+;Bueno;320000;-12.0684931;-76.9585873;230;160
150114;Lima;LaMolina;3;5;3;5;4;Bueno;3899556;-12.0647928;-76.958725;555;3249
150114;Lima;LaMolina;3;4;2;0;4;Bueno;1250000;-12.0647928;-76.958725;300;435
150114;Lima;LaMolina;1;5;3;3;4;;1100000;-12.0647928;-76.958725;406;633
150114;Lima;LaMolina;3;3;3;4;3;Bueno;750000;-12.0647928;-76.958725;427;790
150114;Lima;LaMolina;1;3;2;2;3;;485000;-12.0647928;-76.958725;220;170
150140;Lima;SantiagoDeSurco;2;4;2;3;4;Bueno;830000;-12.1064893;-76.958735;236;473
150140;Lima;SantiagoDeSurco;3;5;3;0;4;Muy bueno;285000;-12.1064893;-76.958735;205;205
150140;Lima;SantiagoDeSurco;3;4;2;0;3;;2191400;-12.0759899;-76.9587557;260;876
150133;Lima;SanJuanDeMiraflores;2;5;3;0;5+;Bueno;250000;-12.1279257;-76.958905;289;156
150133;Lima;SanJuanDeMiraflores;2;2;3;1;5+;Bueno;135000;-12.1279257;-76.958905;250;160
150140;Lima;SantiagoDeSurco;3;5;2;3;4;Muy bueno;1600000;-12.0787317;-76.9589394;500;870
150140;Lima;SantiagoDeSurco;3;5;2;5;5+;;3000000;-12.1072524;-76.9591606;700;2500
150104;Lima;Barranco;4;4;3;2;4;;1400000;-12.1907634;-76.9594451;410;159
150114;Lima;LaMolina;2;4;3;2;5+;;500000;-12.07169397;-76.95970051;330;220
150114;Lima;LaMolina;1;2;3;2;3;Remodelado;350000;-12.0685774;-76.95971811;200;160
150114;Lima;LaMolina;1;5;2;4;5+;Remodelado;1400000;-12.0679985;-76.9597579;500;1000
